"Product Name","Category","Sub-Category","total_sales","total_profit","profit_margin","total_quantity"
"Bevis Round Conference Table Top, X-Base","Furniture","Tables","5342.84199999999974","-1039.881999999999732","-0.1946","40"
"Imation Bio 8GB USB Flash Drive Imation Corp","Technology","Accessories","5319.68","797.952000000000228","0.1500","32"
"Global Highback Leather Tilter in Burgundy","Furniture","Chairs","5295.61799999999966","98.269200000000424","0.0186","68"
"Cisco 8x8 Inc. 6753i IP Business Phone System","Technology","Phones","5291.60800000000064","167.387599999999666","0.0316","52"
"Premier Electric Letter Opener","Office Supplies","Supplies","5283.216","-0.000000000000386","0.0000","48"
"Vtech CS6719","Technology","Phones","5260.252000000000088","837.032800000000082","0.1591","64"
"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router","Technology","Accessories","5247.6720000000002","1446.309599999999784","0.2756","36"
"Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","Technology","Accessories","5239.47600000000008","1991.800800000000156","0.3802","58"
"Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","Office Supplies","Storage","5224.392000000000418","306.7056000000001610","0.0587","86"
"Motorola Droid Maxx","Technology","Phones","5219.65200000000010","683.954400000000068","0.1310","42"
"Hon Deluxe Fabric Upholstered Stacking Chairs","Furniture","Chairs","5172.37599999999968","-97.591999999999488","-0.0189","30"
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","Office Supplies","Storage","5105.08","102.1015999999999968","0.0200","46"
"Bevis Boat-Shaped Conference Table","Furniture","Tables","5084.93400000000016","-891.174000000000440","-0.1753","30"
"Fellowes Powershred HS-440 4-Sheet High Security Shredder","Technology","Machines","5083.67200000000012","2185.35899999999972","0.4299","34"
"Xerox WorkCentre 6505DN Laser Multifunction Printer","Technology","Machines","5039.9159999999992","-503.99159999999984","-0.1000","14"
"Safco Industrial Wire Shelving System","Office Supplies","Storage","5022.09600000000024","-436.704000000000036","-0.0870","60"
"Plantronics Calisto P620-M USB Wireless Speakerphone System","Technology","Phones","5017.34400000000036","1011.308400000000228","0.2016","28"
"Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","Appliances","4982.560000000000046","1127.63199999999992","0.2263","42"
"Kensington 4 Outlet MasterPiece Compact Power Control Center","Office Supplies","Appliances","4976.783999999999774","761.155199999999706","0.1529","72"
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases","Furniture","Bookcases","4975.51799999999988","820.703999999999954","0.1649","30"
"Sensible Storage WireTech Storage Systems","Office Supplies","Storage","4968.60000000000032","-156.1560000000006152","-0.0314","76"
"Wi-Ex zBoost YX540 Cellular Phone Signal Booster","Technology","Phones","4962.29999999999972","1080.029999999999426","0.2176","38"
"Enermax Acrylux Wireless Keyboard","Technology","Accessories","4900.32000000000030","1260.935999999999724","0.2573","58"
"Panasonic KX MB2061 Multifunction Printer","Technology","Machines","4792.8","359.46000000000026","0.0750","20"
"Global Super Steno Chair","Furniture","Chairs","4779.80399999999998","-0.000000000000392","0.0000","60"
"Harbour Creations Steel Folding Chair","Furniture","Chairs","4778.24999999999970","672.749999999999684","0.1408","68"
"Logitech Gaming G510s - Keyboard","Technology","Accessories","4725.44399999999996","1353.040799999999736","0.2863","62"
"Swingline SM12-08 MicroCut Jam Free Shredder","Technology","Machines","4719.88200000000038","-895.97760000000000","-0.1898","26"
"3D Systems Cube Printer, 2nd Generation, White","Technology","Machines","4679.964","-935.99279999999994","-0.2000","6"
"Logitech G700s Rechargeable Gaming Mouse","Technology","Accessories","4679.53199999999994","1779.822000000000136","0.3803","50"
"StarTech.com 10/100 VDSL2 Ethernet Extender Kit","Technology","Machines","4661.29999999999974","-1571.524000000000008","-0.3371","26"
"Fellowes Mobile File Cart, Black","Office Supplies","Storage","4601.31999999999994","970.0080000000001938","0.2108","80"
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","Office Supplies","Storage","4599.49999999999994","-345.8824000000003570","-0.0752","56"
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Furniture","Tables","4596.228","-24.265800000000666","-0.0053","78"
"Bevis Round Conference Table Top & Single Column Base","Furniture","Tables","4595.076","201.9491999999997176","0.0439","38"
"Xiaomi Mi3","Technology","Phones","4559.92","1185.57920000000012","0.2600","8"
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","Furniture","Furnishings","4535.94400000000024","296.743999999999972","0.0654","50"
"GBC DocuBind P50 Personal Binding Machine","Office Supplies","Binders","4529.784000000000002","1138.844000000000078","0.2514","100"
"Cisco IP Phone 7961G-GE VoIP phone","Technology","Phones","4504.864","-238.237999999999488","-0.0529","30"
"Plantronics S12 Corded Telephone Headset System","Technology","Accessories","4484.06400000000016","1509.05999999999992","0.3365","46"
"BPI Conference Tables","Furniture","Tables","4483.73500000000044","-1591.945000000000686","-0.3550","52"
"Plantronics HL10 Handset Lifter","Technology","Phones","4454.016","501.076799999999540","0.1125","48"
"Konftel 250 Conference phone - Charcoal black","Technology","Phones","4443.192","649.389600000000064","0.1462","18"
"Avanti 1.7 Cu. Ft. Refrigerator","Office Supplies","Appliances","4443.120","953.251199999999930","0.2145","48"
"Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","Furniture","Chairs","4415.912","463.30880000000048","0.1049","26"
"Global Value Steno Chair, Gray","Furniture","Chairs","4409.724000000000248","491.9940000000001122","0.1116","86"
"Office Star - Mesh Screen back chair with Vinyl seat","Furniture","Chairs","4400.92799999999960","-261.9600000000001268","-0.0595","40"
"3M Polarizing Task Lamp with Clamp Arm, Light Gray","Furniture","Furnishings","4383.35999999999952","1139.67360000000004","0.2600","32"
"Global Push Button Manager's Chair, Indigo","Furniture","Chairs","4371.90200000000002","567.4947999999997622","0.1298","88"
"Jabra Supreme Plus Driver Edition Headset","Technology","Phones","4319.63999999999994","518.356799999999944","0.1200","44"
"Razer Kraken PRO Over Ear PC and Music Headset","Technology","Accessories","4319.45999999999988","959.879999999999668","0.2222","60"
"Logitech G35 7.1-Channel Surround Sound Headset","Technology","Accessories","4315.66800000000008","1398.692400000000214","0.3241","34"
"Samsung Galaxy Note 3","Technology","Phones","4311.80400000000002","307.985999999999368","0.0714","26"
"Sauder Inglewood Library Bookcases","Furniture","Bookcases","4308.69599999999968","622.367200000000022","0.1444","28"
"KI Conference Tables","Furniture","Tables","4281.75600000000004","-958.4327999999996126","-0.2238","88"
"Mitel 5320 IP Phone VoIP phone","Technology","Phones","4233.376","423.337600000000180","0.1000","28"
"Imation Bio 2GB USB Flash Drive Imation Corp","Technology","Accessories","4197.76000000000018","1763.05920000000014","0.4200","32"
"Laminate Occasional Tables","Furniture","Tables","4192.33599999999992","-413.068400000000424","-0.0985","36"
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","Furniture","Furnishings","4128.45600000000024","-346.257600000000108","-0.0839","48"
"Cisco SPA 502G IP Phone","Technology","Phones","4126.28000000000026","599.74999999999994","0.1453","42"
"Tenex Chairmat w/ Average Lip, 45"" x 53""","Furniture","Furnishings","4116.99200000000036","-1059.520000000000268","-0.2574","38"
"HTC One Mini","Technology","Phones","4082.07599999999994","634.989600000000244","0.1556","38"
"Hon 2111 Invitation Series Straight Table","Furniture","Tables","4080.10800000000036","-230.6148000000002056","-0.0565","36"
"Bevis Traditional Conference Table Top, Plinth Base","Furniture","Tables","4066.992","-913.40640000000010","-0.2246","18"
"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","Furniture","Chairs","4064.70000000000026","-921.332000000000424","-0.2267","20"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Technology","Phones","4054.608","-679.420800000000318","-0.1676","36"
"Jawbone JAMBOX Wireless Bluetooth Speaker","Technology","Phones","4044.54400000000018","1744.2096","0.4312","28"
"Jabra SPEAK 410 Multidevice Speakerphone","Technology","Phones","4037.40400000000060","20.598999999999820","0.0051","26"
"Ooma Telo VoIP Home Phone System","Technology","Phones","4031.67999999999980","629.950000000000066","0.1563","36"
"Logitech G602 Wireless Gaming Mouse","Technology","Accessories","3999.49999999999986","1030.271199999999882","0.2576","58"
"Adtran 1202752G1","Technology","Phones","3981.284","624.910400000000142","0.1570","36"
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","Technology","Phones","3959.76","1187.927999999999672","0.3000","24"
"Global Value Mid-Back Manager's Chair, Gray","Furniture","Chairs","3957.85000000000006","395.7849999999996962","0.1000","78"
"Space Solutions Commercial Steel Shelving","Office Supplies","Storage","3904.86000000000022","-148.6950000000004056","-0.0381","66"
"Office Star Flex Back Scooter Chair with Aluminum Finish Frame","Furniture","Chairs","3894.35400000000004","827.297999999999986","0.2124","40"
"Harmony Air Purifier","Office Supplies","Appliances","3893.39999999999996","748.439999999999644","0.1922","26"
"AT&T 1080 Corded phone","Technology","Phones","3890.51600000000046","290.418800000000040","0.0746","36"
"AT&T CL83451 4-Handset Telephone","Technology","Phones","3872.61200000000018","947.553999999999944","0.2447","20"
"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","Technology","Accessories","3853.87199999999980","817.487999999999802","0.2121","64"
"Logitech Mobile Speakerphone P710e - speaker phone","Technology","Phones","3833.43199999999988","483.2283999999997988","0.1261","34"
"Plantronics Audio 995 Wireless Stereo Headset","Technology","Accessories","3826.26","1174.266000000000132","0.3069","36"
"O'Sullivan Elevations Bookcase, Cherry Finish","Furniture","Bookcases","3824.61599999999992","-136.2191999999998720","-0.0356","36"
"Sauder Camden County Collection Libraries, Planked Cherry Finish","Furniture","Bookcases","3819.63560000000000","-156.372800000000352","-0.0409","38"
"Polycom SoundPoint Pro SE-225 Corded phone","Technology","Phones","3807.67999999999992","552.113599999999870","0.1450","38"
"Bestar Classic Bookcase","Furniture","Bookcases","3795.620399999999742","-1225.877400000000186","-0.3230","62"
"Novimex Fabric Task Chair","Furniture","Chairs","3780.75999999999988","-262.2140000000000572","-0.0694","78"
"NETGEAR N750 Dual Band Wi-Fi Gigabit Router","Technology","Accessories","3780","1245.599999999999964","0.3295","44"
"Multicolor Computer Printout Paper","Office Supplies","Paper","3774.59999999999962","1702.76399999999982","0.4511","38"
"Nortel Networks T7316 E Nt8 B27","Technology","Phones","3753.04799999999998","795.4830000000001532","0.2120","58"
"Sauder Forest Hills Library, Woodland Oak Finish","Furniture","Bookcases","3750.06799999999982","-140.979999999999820","-0.0376","30"
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","Office Supplies","Storage","3714.50400000000012","829.835999999999882","0.2234","40"
"Office Star - Contemporary Task Swivel Chair","Furniture","Chairs","3684.53599999999998","310.7439999999999002","0.0843","40"
"Padded Folding Chairs, Black, 4/Carton","Furniture","Chairs","3660.29600000000018","161.9600000000002992","0.0442","60"
"LG G3","Technology","Phones","3606.21600000000024","823.157999999999800","0.2283","20"
"Logitech Wireless Performance Mouse MX for PC and Mac","Technology","Accessories","3599.63999999999994","995.900400000000030","0.2767","42"
"Xerox 189","Office Supplies","Paper","3564.89999999999990","1493.063999999999904","0.4188","38"
"Belkin 5 Outlet SurgeMaster Power Centers","Office Supplies","Appliances","3552.095999999999876","414.0480000000002596","0.1166","80"
"Office Star Flex Back Scooter Chair with White Frame","Furniture","Chairs","3551.35999999999998","-457.2376000000000068","-0.1288","42"
"Bevis Steel Folding Chairs","Furniture","Chairs","3550.15000000000024","234.117999999999912","0.0659","48"
"GE 2-Jack Phone Line Splitter","Technology","Phones","3543.02800000000024","189.510799999999830","0.0535","22"
"Global Deluxe Steno Chair","Furniture","Chairs","3541.08000000000012","-432.6276000000002318","-0.1222","58"
"Tennsco Regal Shelving Units","Office Supplies","Storage","3529.06800000000002","-12.169200000000104","-0.0034","36"
"Honeywell Quietcare HEPA Air Cleaner","Office Supplies","Appliances","3523.520000000000198","1099.526999999999796","0.3121","46"
"Global Geo Office Task Chair, Gray","Furniture","Chairs","3514.53200000000006","-332.0180000000004334","-0.0945","50"
"Global Low Back Tilter Chair","Furniture","Chairs","3493.908000000000146","-492.782400000000448","-0.1410","42"
"Xerox 1941","Office Supplies","Paper","3481.01999999999986","1409.183999999999922","0.4048","38"
"AT&T TR1909W","Technology","Phones","3477.32399999999986","680.346000000000172","0.1957","30"
"Jabra BIZ 2300 Duo QD Duo Corded Headset","Technology","Phones","3454.128","259.059599999999832","0.0750","34"
"First Data FD10 PIN Pad","Technology","Accessories","3444.40000000000006","31.599999999999568","0.0092","48"
"Xerox 1908","Office Supplies","Paper","3425.976","1598.78879999999996","0.4667","64"
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish","Office Supplies","Storage","3413.0160000000002","445.17599999999982","0.1304","10"
"BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Furniture","Tables","3412.50000000000022","-2296.8750","-0.6731","30"
"Kensington Orbit Wireless Mobile Trackball for PC and Mac","Technology","Accessories","3407.432000000000248","715.080799999999674","0.2099","66"
"Xerox 1945","Office Supplies","Paper","3393.97200000000004","1512.531000000000050","0.4457","90"
"Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","Accessories","3381.64400000000002","721.923999999999412","0.2135","40"
"Global Leather & Oak Executive Chair, Burgundy","Furniture","Chairs","3379.93599999999970","-229.352799999999832","-0.0679","26"
"Hon Comfortask Task/Swivel Chairs","Furniture","Chairs","3373.80800000000030","-72.9472000000000102","-0.0216","36"
"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","Furniture","Furnishings","3370.880","488.777599999999908","0.1450","36"
"ClearOne Communications CHAT 70 OC Speaker Phone","Technology","Phones","3370.58800000000006","546.9256","0.1623","24"
